"Set Product as New From","Ställ produkt som Nytt från",module,Magento_Catalog
"Related Products, Up-Sells, and Cross-Sells","Relaterade produkter, upp-Sells, och Cross-Sells",module,Magento_Catalog
"Related products are shown to customers in addition to the item the customer is looking at.","Relaterade produkter visas för kunderna utöver posten kunden tittar på.",module,Magento_Catalog
"Add Related Products","Lägg relaterade produkter",module,Magento_Catalog
"An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at.","En upp-sälja objektet erbjuds till kunden som en dyrare eller högre kvalitet alternativ till produkten kunden tittar på.",module,Magento_Catalog
"Add Up-Sell Products","Lägg merförsäljning produkter",module,Magento_Catalog
"Up-Sell Products","Merförsäljning produkter",module,Magento_Catalog
"These ""impulse-buy"" products appear next to the shopping cart as cross-sells to the items already in the shopping cart.","Dessa ""impuls köpa"" produkter visas bredvid i kundvagnen som kors säljer till de punkter som redan i kundvagnen.",module,Magento_Catalog
"Add Cross-Sell Products","Lägg Kors sälja produkter",module,Magento_Catalog
"Cross-Sell Products","Korsförsäljning Produkter",module,Magento_Catalog
"Add Selected Products","Lägg utvalda produkter",module,Magento_Catalog
"Remove","Avlägsna",module,Magento_Catalog
"Thumbnail","Miniatyr",module,Magento_Catalog
"Actions","Handlingar",module,Magento_Catalog
"Schedule Update From","Schema uppdatering From",module,Magento_Catalog
"Product in Websites","Produkt i Websites",module,Magento_Catalog
"If your Magento site has multiple views, you can set the scope to apply to a specific view.","Om din Magento webbplats har flera vyer, kan du ställa in utrymme för att vända sig till en specifik vy.",module,Magento_Catalog
"name","namn",module,Magento_Catalog
"Copy Data from","Kopiera data från",module,Magento_Catalog
"If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Products &gt; Categories</a>.","If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Products &gt; Categories</a>.",module,Magento_Catalog
"This operation can take a long time","Denna operation kan ta en lång tid",module,Magento_Catalog
"Collapse All","Kollapsa alla",module,Magento_Catalog
"Expand All","Expandera alla",module,Magento_Catalog
"Please confirm site switching. All data that hasn't been saved will be lost.","Bekräfta plats växling. Alla uppgifter som inte har sparats kommer att gå förlorade.",module,Magento_Catalog
"Use Default Value","Använd standardvärde",module,Magento_Catalog
"Manage Titles (Size, Color, etc.)","Hantera Titlar (storlek, färg, etc.)",module,Magento_Catalog
"Manage Options (Values of Your Attribute)","Hantera Alternativ (Värden för din Attribut)",module,Magento_Catalog
"Is Default","är Standard",module,Magento_Catalog
"Sort Option","sorteringsalternativ",module,Magento_Catalog
"Groups","grupper",module,Magento_Catalog
"Double click on a group to rename it.","Dubbelklicka på en grupp för att byta namn på den.",module,Magento_Catalog
"Unassigned Attributes","otilldelade attribut",module,Magento_Catalog
"A name is required.","Ett namn krävs.",module,Magento_Catalog
"This group contains system attributes. Please move system attributes to another group and try again.","Denna grupp innehåller systemattribut. Flytta systemattribut till en annan grupp och försök igen.",module,Magento_Catalog
"Please enter a new group name.","Ange ett nytt gruppnamn.",module,Magento_Catalog
"An attribute group named ""/name/"" already exists"".","Ett attribut grupp som heter ""/ namn /"" finns redan "".",module,Magento_Catalog
"Sorry, we're unable to complete this request.","Vi kan tyvärr inte kan slutföra denna begäran.",module,Magento_Catalog
"You can't remove attributes from this attribute set.","Du kan inte ta bort attribut från attributuppsättning.",module,Magento_Catalog
"Custom Options","anpassade alternativ",module,Magento_Catalog
"This is a required option.","Detta är ett obligatoriskt alternativ.",module,Magento_Catalog
"The field isn't complete.","Fältet är inte komplett.",module,Magento_Catalog
"Compatible file extensions to upload","Kompatibla filtyper att ladda upp",module,Magento_Catalog
"Maximum image width","Maximal bildbredd",module,Magento_Catalog
"Maximum image height","Maximal bildhöjd",module,Magento_Catalog
"Maximum number of characters:","Maximalt antal tecken:",module,Magento_Catalog
"start typing to search template","börja skriva för att söka mall",module,Magento_Catalog
"Product online","produkt~~POS=TRUNC nätet",module,Magento_Catalog
"Product offline","produkten offline",module,Magento_Catalog
"Product online status","Produkt online status",module,Magento_Catalog
"Manage Stock","hantera Stock",module,Magento_Catalog
"Qty","st",module,Magento_Catalog
"Out-of-Stock Threshold","Out-of-lager Threshold",module,Magento_Catalog
"Minimum Qty Allowed in Shopping Cart","Minsta Antal tillåtet i kundvagn",module,Magento_Catalog
"Maximum Qty Allowed in Shopping Cart","Max Antal tillåtet i kundvagn",module,Magento_Catalog
"Qty Uses Decimals","Antal Använder Decimals",module,Magento_Catalog
"Backorders","restorder",module,Magento_Catalog
"Notify for Quantity Below","Meddela för Kvantitet Nedan",module,Magento_Catalog
"Enable Qty Increments","Aktivera Antal skalsteg",module,Magento_Catalog
"Qty Increments","Antal skalsteg",module,Magento_Catalog
"Stock Availability","Lagersaldo",module,Magento_Catalog
"In Stock","I lager",module,Magento_Catalog
"Out of Stock","Slut på lagret",module,Magento_Catalog
"Add Product To Websites","Lägg till produkten webbplatser",module,Magento_Catalog
"Remove Product From Websites","Ta bort produkten från webbplatser",module,Magento_Catalog
"To hide an item in catalog or search results, set the status to ""Disabled"".","Om du vill dölja ett objekt i katalogen eller sökresultat, ange status till ""Disabled"".",module,Magento_Catalog
"We can't save custom-defined options for bundles with dynamic pricing.","Vi kan inte spara egendefinierade alternativ för buntar med dynamisk prissättning.",module,Magento_Catalog
"Delete Custom Option","Radera Custom Option",module,Magento_Catalog
"Sort Custom Options","Sortera anpassade alternativ",module,Magento_Catalog
"Input Type","ingång Typ",module,Magento_Catalog
"%1 <span>x</span> %2 <span>px.</span>","%1 <span>x</span> %2 <span>px.</span>",module,Magento_Catalog
"Sort Custom Option","Sortera Anpassad Alternativ",module,Magento_Catalog
"Item Price","Artikel Pris",module,Magento_Catalog
"Action","Handling",module,Magento_Catalog
"and above","och ovan",module,Magento_Catalog
"Delete Tier","radera Tier",module,Magento_Catalog
"Product In Websites","Produkt på webbplatser",module,Magento_Catalog
"(Copy data from: %1)","(Copy data from: %1)",module,Magento_Catalog
"Browse to find or drag image here","Bläddra för att hitta eller dra bilden här",module,Magento_Catalog
"Delete image","Radera bild",module,Magento_Catalog
"Hidden","Dold",module,Magento_Catalog
"Alt Text","Alt Text",module,Magento_Catalog
"Role","Roll",module,Magento_Catalog
"Image Size","Bildstorlek",module,Magento_Catalog
"{size}","{storlek}",module,Magento_Catalog
"Image Resolution","bild~~POS=TRUNC",module,Magento_Catalog
"{width}^{height} px","{Bredd} ^ {höjd} px",module,Magento_Catalog
"Hide from Product Page","Dölja från Product Page",module,Magento_Catalog
"Product Alerts","angående",module,Magento_Catalog
"Allow Multiple Boxes for Shipping","Tillåt flera lådor för frakt",module,Magento_Catalog
"start typing to search attribute","börja skriva för att söka attribut",module,Magento_Catalog
"Basic Settings","Grund inställningar",module,Magento_Catalog
"Advanced Settings","Avancerade inställningar",module,Magento_Catalog
"Changes have been made to this section that have not been saved.","Ändringar har gjorts till detta avsnitt som inte har sparats.",module,Magento_Catalog
"This tab contains invalid data. Please resolve this before saving.","Den här fliken innehåller ogiltiga data. Lös detta innan du sparar.",module,Magento_Catalog
"Mass Actions","massaktioner",module,Magento_Catalog
"Select All","Välj alla",module,Magento_Catalog
"Unselect All","Avmarkera alla",module,Magento_Catalog
"Select Visible","Välj Synlig",module,Magento_Catalog
"Unselect Visible","unselect Synlig",module,Magento_Catalog
"Special Price","Specialpris",module,Magento_Catalog
"Regular Price","Vanligt pris",module,Magento_Catalog
"Buy %1 for: ","Buy %1 for: ",module,Magento_Catalog
"Buy %1 for %2 each and <strong class=""benefit"">save<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>","Buy %1 for %2 each and <strong class=""benefit"">save<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>",module,Magento_Catalog
"Buy %1 for %2 each","Buy %1 for %2 each",module,Magento_Catalog
"Shop By","Handla efter",module,Magento_Catalog
"Shopping Options","Alternativ",module,Magento_Catalog
"Compare Products","Jämför produkter",module,Magento_Catalog
"Print This Page","Skriv ut denna sida",module,Magento_Catalog
"Remove Product","Ta bort produkten",module,Magento_Catalog
"Add to Cart","Lägg till i kundvagn",module,Magento_Catalog
"In stock","I lager",module,Magento_Catalog
"Out of stock","Tillfälligt slut",module,Magento_Catalog
"Add to Wish List","Lägg till i önskelista",module,Magento_Catalog
"You have no items to compare.","Du har inga artiklar att jämföra.",module,Magento_Catalog
"Remove This Item","Ta bort denna artikel",module,Magento_Catalog
"Compare","Jämföra",module,Magento_Catalog
"Clear All","Rensa alla",module,Magento_Catalog
"Prev","Föregående",module,Magento_Catalog
"Next","Nästa",module,Magento_Catalog
"We can't find products matching the selection.","Vi kan inte hitta produkter som överensstämmer med urvalet.",module,Magento_Catalog
"Learn More","Läs mer",module,Magento_Catalog
"Add to Compare","Lägg till för att jämföra",module,Magento_Catalog
"We found other products you might like!","Vi hittade andra produkter som du kanske gillar!",module,Magento_Catalog
"More Choices:","Fler valmöjligheter:",module,Magento_Catalog
"Check items to add to the cart or","Markera artiklar för att lägga dem i varukorgen eller",module,Magento_Catalog
"select all","Välj alla",module,Magento_Catalog
"Items %1-%2 of %3","Items %1-%2 of %3",module,Magento_Catalog
"%1 Item","%1 Item",module,Magento_Catalog
"%1 Items","%1 Items",module,Magento_Catalog
"Show","Show",module,Magento_Catalog
"per page","per sida",module,Magento_Catalog
"Sort By","Sortera efter",module,Magento_Catalog
"Set Ascending Direction","Stigande ordning",module,Magento_Catalog
"Set Descending Direction","Minskande ordning",module,Magento_Catalog
"View as","Visa som",module,Magento_Catalog
"More Information","Mer information",module,Magento_Catalog
"Loading...","Läser in...",module,Magento_Catalog
"* Required Fields","* Obligatoriska fält",module,Magento_Catalog
"Availability","Tillgänglighet",module,Magento_Catalog
"Terms and Conditions","Villkor",module,Magento_CheckoutAgreements
"Add New Condition","Lägg till nyskick",module,Magento_CheckoutAgreements
"Save Condition","sparläge",module,Magento_CheckoutAgreements
"Delete Condition","radera skick",module,Magento_CheckoutAgreements
"Edit Terms and Conditions","Redigera Villkor",module,Magento_CheckoutAgreements
"New Terms and Conditions","Nya Villkor",module,Magento_CheckoutAgreements
"Terms and Conditions Information","Villkor Information",module,Magento_CheckoutAgreements
"Condition Name","tillstånd Namn",module,Magento_CheckoutAgreements
"Status","Status",module,Magento_CheckoutAgreements
"Enabled","Aktiverad",module,Magento_CheckoutAgreements
"Disabled","Inaktiverad",module,Magento_CheckoutAgreements
"Show Content as","Visa innehåll som",module,Magento_CheckoutAgreements
"Text","Text",module,Magento_CheckoutAgreements
"HTML","html",module,Magento_CheckoutAgreements
"Applied","Applicerad",module,Magento_CheckoutAgreements
"Store View","butik Se",module,Magento_CheckoutAgreements
"Checkbox Text","checkbox Text",module,Magento_CheckoutAgreements
"Content","Innehåll",module,Magento_CheckoutAgreements
"Content Height (css)","Innehåll Höjd (css)",module,Magento_CheckoutAgreements
"Content Height","innehåll Längd",module,Magento_CheckoutAgreements
"ID","ID",module,Magento_CheckoutAgreements
"Condition","Skick",module,Magento_CheckoutAgreements
"Sales","försäljning",module,Magento_CheckoutAgreements
"Checkout Conditions","kassa~~POS=TRUNC",module,Magento_CheckoutAgreements
"Checkout Terms and Conditions","Till kassan Villkor",module,Magento_CheckoutAgreements
"This condition no longer exists.","Detta tillstånd inte längre föreligger.",module,Magento_CheckoutAgreements
"You deleted the condition.","Du har tagit bort villkoret.",module,Magento_CheckoutAgreements
"Something went wrong  while deleting this condition.","Något gick fel vid radering detta tillstånd.",module,Magento_CheckoutAgreements
"Edit Condition","Redigera skick",module,Magento_CheckoutAgreements
"New Condition","nyskick",module,Magento_CheckoutAgreements
"You saved the condition.","Du räddade tillståndet.",module,Magento_CheckoutAgreements
"Something went wrong while saving this condition.","Något gick fel och samtidigt spara detta tillstånd.",module,Magento_CheckoutAgreements
"Automatically","Automatiskt",module,Magento_CheckoutAgreements
"Manually","Manuellt",module,Magento_CheckoutAgreements
"Please agree to all the terms and conditions before placing the order.","Godkänn alla villkor innan beställningen.",module,Magento_CheckoutAgreements
"Unable to save checkout agreement %1","Unable to save checkout agreement %1",module,Magento_CheckoutAgreements
"Unable to remove checkout agreement %1","Unable to remove checkout agreement %1",module,Magento_CheckoutAgreements
"Checkout agreement with specified ID ""%1"" not found.","Checkout agreement with specified ID ""%1"" not found.",module,Magento_CheckoutAgreements
"Shopping Cart","Kundvagn",module,Magento_Checkout
"Invalid method: %1","Invalid method: %1",module,Magento_Checkout
"City","Stad",module,Magento_Checkout
"Country","Land",module,Magento_Checkout
"State/Province","Stat / provins",module,Magento_Checkout
"Zip/Postal Code","Zip / Postal Code",module,Magento_Checkout
"My Cart (1 item)","Varukorgen (1 punkt)",module,Magento_Checkout
"My Cart (%1 items)","My Cart (%1 items)",module,Magento_Checkout
"My Cart","Min vagn",module,Magento_Checkout
"For delivery questions.","För leverans frågor.",module,Magento_Checkout
"Customer is already registered","Kunden är redan registrerad",module,Magento_Checkout
"Your session has expired","Din session har gått ut",module,Magento_Checkout
"A letter with further instructions will be sent to your email.","Ett brev med ytterligare instruktioner kommer att skickas till din e-post.",module,Magento_Checkout
"You added %1 to your shopping cart.","You added %1 to your shopping cart.",module,Magento_Checkout
"We can't add this item to your shopping cart right now.","Vi kan inte lägga till detta objekt i din kundvagn just nu.",module,Magento_Checkout
"Out of stock","Tillfälligt slut",module,Magento_Checkout
"We can't find the quote item.","Vi kan inte hitta citatet objektet.",module,Magento_Checkout
"We cannot configure the product.","Vi kan inte konfigurera produkten.",module,Magento_Checkout
"You used coupon code ""%1"".","You used coupon code ""%1"".",module,Magento_Checkout
"The coupon code ""%1"" is not valid.","The coupon code ""%1"" is not valid.",module,Magento_Checkout
"You canceled the coupon code.","Du avbröt kupongkoden.",module,Magento_Checkout
"We cannot apply the coupon code.","Vi kan inte tillämpa kupongkod.",module,Magento_Checkout
"We can't remove the item.","Vi kan inte ta bort objektet.",module,Magento_Checkout
"%1 was updated in your shopping cart.","%1 was updated in your shopping cart.",module,Magento_Checkout
"We can't update the item right now.","Vi kan inte uppdatera objektet just nu.",module,Magento_Checkout
"We can't update the shopping cart.","Vi kan inte uppdatera kundvagnen.",module,Magento_Checkout
"One-page checkout is turned off.","En sida kassan är avstängd.",module,Magento_Checkout
"Guest checkout is disabled.","Gäst kassan är inaktiverad.",module,Magento_Checkout
"Checkout","Checka ut",module,Magento_Checkout
"Page not found.","Sidan hittas inte.",module,Magento_Checkout
"Please agree to all the terms and conditions before placing the order.","Godkänn alla villkor innan beställningen.",module,Magento_Checkout
"Something went wrong while processing your order. Please try again later.","Något gick fel när din beställning. Försök igen senare.",module,Magento_Checkout
"%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface","%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface",module,Magento_Checkout
"We can't find the product.","Vi kan inte hitta den produkt.",module,Magento_Checkout
"We found an invalid request for adding product to quote.","Vi hittade en ogiltig begäran om att lägga till produkten i offert.",module,Magento_Checkout
"The product does not exist.","Produkten finns inte.",module,Magento_Checkout
"We don't have some of the products you want.","Vi har inte några av de produkter som du vill ha.",module,Magento_Checkout
"We don't have as many of some products as you want.","Vi har inte så många av vissa produkter som du vill.",module,Magento_Checkout
"Quantity was recalculated from %1 to %2","Quantity was recalculated from %1 to %2",module,Magento_Checkout
"We adjusted product quantities to fit the required increments.","Vi justerade produktmängder för att passa steg som krävs.",module,Magento_Checkout
"This quote item does not exist.","Detta citat objektet finns inte.",module,Magento_Checkout
"Display number of items in cart","Visa antalet artiklar i kundvagnen",module,Magento_Checkout
"Display item quantities","Visningsobjekt kvantiteter",module,Magento_Checkout
"An error occurred on the server. Please try to place the order again.","Ett fel uppstod på servern. Försök att placera ordern igen.",module,Magento_Checkout
"Shipping address is not set","Leveransadress är inte satt",module,Magento_Checkout
"Unable to save shipping information. Please check input data.","Det går inte att spara leveransinformation. Kontrollera indata.",module,Magento_Checkout
"Carrier with such method not found: %1, %2","Carrier with such method not found: %1, %2",module,Magento_Checkout
"Shipping method is not applicable for empty cart","Fraktsätt är inte tillämplig för tom vagn",module,Magento_Checkout
" item","Artikel",module,Magento_Checkout
" items","objekt",module,Magento_Checkout
"Totals calculation is not applicable to empty cart","Totals beräkning är inte tillämplig på tom vagn",module,Magento_Checkout
"Invalid data","Ogiltiga data",module,Magento_Checkout
"The customer address is not valid.","Kunden adress är inte giltig.",module,Magento_Checkout
"Invalid shipping method","Ogiltig leveranssätt",module,Magento_Checkout
"There are more than one shipping addresses.","Det finns mer än en leveransadresser.",module,Magento_Checkout
"Sorry, guest checkout is not available.","Tyvärr är inte tillgänglig gäst kassan.",module,Magento_Checkout
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.",module,Magento_Checkout
"Load customer quote error","Belastning kund quote error",module,Magento_Checkout
"Error message!","Felmeddelande!",module,Magento_Checkout
"Error!","Fel!",module,Magento_Checkout
"DB exception","DB undantag",module,Magento_Checkout
"Wrong minimum amount.","Fel minimibelopp.",module,Magento_Checkout
"Message","Meddelande",module,Magento_Checkout
"<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">Print receipt</a>","<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">Print receipt</a>",module,Magento_Checkout
"Apply Discount Code","Applicera rabattkod",module,Magento_Checkout
"Enter discount code","Ange rabattkod",module,Magento_Checkout
"Apply Discount","Applicera rabatt",module,Magento_Checkout
"Cancel Coupon","Avbryt kupong",module,Magento_Checkout
"Shopping Cart Items","Varukorgen Artiklar",module,Magento_Checkout
"Item","Artikel",module,Magento_Checkout
"Price","Pris",module,Magento_Checkout
"Qty","st",module,Magento_Checkout
"Subtotal","Delsumma",module,Magento_Checkout
"Continue Shopping","Fortsätt handla",module,Magento_Checkout
"Clear Shopping Cart","Klar Varukorgen",module,Magento_Checkout
"Update Shopping Cart","Uppdatera Varukorgen",module,Magento_Checkout
"Update Cart","uppdatering kundvagn",module,Magento_Checkout
"See price before order confirmation.","Se pris innan orderbekräftelse.",module,Magento_Checkout
"What's this?","Vad är det här?",module,Magento_Checkout
"Edit item parameters","Redigera objekt parametrar",module,Magento_Checkout
"Edit","Redigera",module,Magento_Checkout
"Remove item","Ta bort sak",module,Magento_Checkout
"You have no items in your shopping cart.","Du har inga varor i din varukorg.",module,Magento_Checkout
"Click <a href=""%1"">here</a> to continue shopping.","Click <a href=""%1"">here</a> to continue shopping.",module,Magento_Checkout
"Estimate Tax","uppskattning Tax",module,Magento_Checkout
"Estimate Shipping and Tax","Uppskatta frakt och skatt",module,Magento_Checkout
"Excl. Tax","Exkl. Beskatta",module,Magento_Checkout
"Loading...","Läser in...",module,Magento_Checkout
"Order #","Beställa #",module,Magento_Checkout
"Proceed to Checkout","Fortsätt till utcheckningen",module,Magento_Checkout
"Product Name","produktnamn",module,Magento_Checkout
"Incl. Tax","Inkl. Beskatta",module,Magento_Checkout
"Your order number is: %1.","Your order number is: %1.",module,Magento_Checkout
"Your order # is: <span>%1</span>.","Your order # is: <span>%1</span>.",module,Magento_Checkout
"We'll email you an order confirmation with details and tracking info.","Vi skickar en orderbekräftelse med detaljer och spårningsinformation.",module,Magento_Checkout
"Static Blocks","statiska Blocks",module,Magento_Cms
"Add New Block","Lägg till ny Block",module,Magento_Cms
"Back","Tillbaka",module,Magento_Cms
"Delete Block","radera Block",module,Magento_Cms
"Are you sure you want to do this?","Är du säker på att du vill göra detta?",module,Magento_Cms
"Reset","Återställa",module,Magento_Cms
"Save and Continue Edit","Spara och fortsätt redigera",module,Magento_Cms
"Save Block","Spara Block",module,Magento_Cms
"ID","ID",module,Magento_Cms
"Title","Titel",module,Magento_Cms
"Identifier","Identifierare",module,Magento_Cms
"Status","Status",module,Magento_Cms
"Disabled","Inaktiverad",module,Magento_Cms
"Enabled","Aktiverad",module,Magento_Cms
"Manage Pages","hantera Sidor",module,Magento_Cms
"Add New Page","Lägg till ny sida",module,Magento_Cms
"Delete Page","Ta bort sida",module,Magento_Cms
"Save Page","Spara sida",module,Magento_Cms
"URL Key","URL Key",module,Magento_Cms
"Layout","Layout",module,Magento_Cms
"Store View","butik Se",module,Magento_Cms
"Created","Skapad",module,Magento_Cms
"Modified","Ändrad",module,Magento_Cms
"Action","Handling",module,Magento_Cms
"Preview","Förhandsvisning",module,Magento_Cms
"Media Storage","media Storage",module,Magento_Cms
"Create Folder...","Skapa mapp...",module,Magento_Cms
"Delete Folder","Ta bort mapp",module,Magento_Cms
"Delete File","Radera fil",module,Magento_Cms
"Insert File","Infoga fil",module,Magento_Cms
"New Folder Name:","Ny mapp Namn:",module,Magento_Cms
"Are you sure you want to delete this folder?","Är du säker på att du vill ta bort den här mappen?",module,Magento_Cms
"Are you sure you want to delete this file?","Är du säker på att du vill radera den här filen?",module,Magento_Cms
"Images (%1)","Images (%1)",module,Magento_Cms
"Storage Root","lagring Root",module,Magento_Cms
"Home","Hem",module,Magento_Cms
"Go to Home Page","Gå till hemsidan",module,Magento_Cms
"CMS","CMS",module,Magento_Cms
"You deleted the block.","Du har tagit bort blocket.",module,Magento_Cms
"We can't find a block to delete.","Vi kan inte hitta ett block för att ta bort.",module,Magento_Cms
"This block no longer exists.","Detta block inte längre existerar.",module,Magento_Cms
"Edit Block","Redigera Block",module,Magento_Cms
"New Block","nya grupp",module,Magento_Cms
"Blocks","block",module,Magento_Cms
"Please correct the data sent.","Korrigera data som skickas.",module,Magento_Cms
"A total of %1 record(s) have been deleted.","A total of %1 record(s) have been deleted.",module,Magento_Cms
"You saved the block.","Du räddade blocket.",module,Magento_Cms
"Something went wrong while saving the block.","Något gick fel och samtidigt spara blocket.",module,Magento_Cms
"The page has been deleted.","Sidan har raderats.",module,Magento_Cms
"We can't find a page to delete.","Vi kan inte hitta en sida för att ta bort.",module,Magento_Cms
"This page no longer exists.","Denna sida finns inte längre.",module,Magento_Cms
"Edit Page","Redigera sida",module,Magento_Cms
"New Page","Ny sida",module,Magento_Cms
"Pages","sidor",module,Magento_Cms
"Something went wrong while saving the page.","Något gick fel när du sparar sidan.",module,Magento_Cms
"A total of %1 record(s) have been disabled.","A total of %1 record(s) have been disabled.",module,Magento_Cms
"A total of %1 record(s) have been enabled.","A total of %1 record(s) have been enabled.",module,Magento_Cms
"Page Title","Namn på sidan",module,Magento_Cms
"To apply changes you should fill in hidden required ""%1"" field","To apply changes you should fill in hidden required ""%1"" field",module,Magento_Cms
"You saved the page.","Du räddade sidan.",module,Magento_Cms
"The directory %1 is not writable by server.","The directory %1 is not writable by server.",module,Magento_Cms
"Make sure that static block content does not reference the block itself.","Se till att statiskt blockera innehåll inte refererar själva blocket.",module,Magento_Cms
"CMS Block with id ""%1"" does not exist.","CMS Block with id ""%1"" does not exist.",module,Magento_Cms
"Enabled by Default","Aktiverad som standard",module,Magento_Cms
"Disabled by Default","Inaktiverat som standard",module,Magento_Cms
"Disabled Completely","inaktiv Helt",module,Magento_Cms
"This identifier is reserved for ""CMS No Route Page"" in configuration.","Denna identifierare är reserverad för ""CMS ingen rutt sida"" i konfigurationen.",module,Magento_Cms
"This identifier is reserved for ""CMS Home Page"" in configuration.","Denna identifierare är reserverad för ""CMS hemsida"" i konfigurationen.",module,Magento_Cms
"This identifier is reserved for ""CMS No Cookies Page"" in configuration.","Denna identifierare är reserverad för ""CMS Inga Cookies sida"" i konfigurationen.",module,Magento_Cms
"Could not save the page: %1","Could not save the page: %1",module,Magento_Cms
"CMS Page with id ""%1"" does not exist.","CMS Page with id ""%1"" does not exist.",module,Magento_Cms
"Could not delete the page: %1","Could not delete the page: %1",module,Magento_Cms
"A block identifier with the same properties already exists in the selected store.","Ett block identifierare med samma egenskaper som redan existerar i den valda affären.",module,Magento_Cms
"The page URL key contains capital letters or disallowed symbols.","Sidan URL nyckel innehåller versaler eller otillåtna symboler.",module,Magento_Cms
"The page URL key cannot be made of only numbers.","Sidan URL nyckeln kan inte göras av endast siffror.",module,Magento_Cms
"Please rename the folder using only letters, numbers, underscores and dashes.","Byt namn på mappen med hjälp av endast bokstäver, siffror, understreck och bindestreck.",module,Magento_Cms
"We found a directory with the same name. Please try another folder name.","Vi hittade en katalog med samma namn. Försök en annan mappnamn.",module,Magento_Cms
"We cannot create a new directory.","Vi kan inte skapa en ny katalog.",module,Magento_Cms
"We cannot delete directory %1.","We cannot delete directory %1.",module,Magento_Cms
"We can't upload the file right now.","Vi kan inte ladda upp filen just nu.",module,Magento_Cms
"We can't delete root directory %1 right now.","We can't delete root directory %1 right now.",module,Magento_Cms
"Directory %1 is not under storage root path.","Directory %1 is not under storage root path.",module,Magento_Cms
"Privacy and Cookie Policy","Integritet och cookies Policy",module,Magento_Cms
"LocalizedException","LocalizedException",module,Magento_Cms
"RuntimeException","RuntimeException",module,Magento_Cms
"Exception","Undantag",module,Magento_Cms
"Could not create a directory.","Det gick inte att skapa en katalog.",module,Magento_Cms
"All Store Views","Samtliga butiks Visningar",module,Magento_Cms
"Edit","Redigera",module,Magento_Cms
"Delete","Radera",module,Magento_Cms
"Delete ${ $.$data.title }","Radera $ {$. $ Data.title}",module,Magento_Cms
"Are you sure you wan't to delete a ${ $.$data.title } record?","Är du säker på att du wan't att ta bort en $ {$ data.title $.} Rekord?",module,Magento_Cms
"Delete ""${ $.$data.title }""","Ta bort ""$ {$. $ Data.title}""",module,Magento_Cms
"Are you sure you wan't to delete a ""${ $.$data.title }"" record?","Är du säker på att du wan't att ta bort en ""$ {$ data.title $.}"" Rekord?",module,Magento_Cms
"View","Se",module,Magento_Cms
"px.","px.",module,Magento_Cms
"No files found","Inga filer hittades",module,Magento_Cms
"Browse Files...","Bläddra bland filer ...",module,Magento_Cms
"Collapse All","Kollapsa alla",module,Magento_Cms
"Expand All","Expandera alla",module,Magento_Cms
"Default Config","default Config",module,Magento_Config
"Save Config","Spara Config",module,Magento_Config
"[GLOBAL]","[GLOBAL]",module,Magento_Config
"[WEBSITE]","[HEMSIDA]",module,Magento_Config
"[STORE VIEW]","[Butik Se]",module,Magento_Config
"Use system value","Använd system värde",module,Magento_Config
"Use Default","Använd standard",module,Magento_Config
"Use Website","Använd webbplats",module,Magento_Config
"Add","Lägg till",module,Magento_Config
"Delete File","Radera fil",module,Magento_Config
"Search String","Sök String",module,Magento_Config
"Design Theme","Design Tema",module,Magento_Config
"Add \Exception","Add \Exception",module,Magento_Config
"-- No Theme --","- Ingen tema -",module,Magento_Config
"Enable","Gör det möjligt",module,Magento_Config
"Disable","inaktivera",module,Magento_Config
"Configuration","Konfiguration",module,Magento_Config
"System","Systemet",module,Magento_Config
"You saved the configuration.","Du räddade konfigurationen.",module,Magento_Config
"Something went wrong while saving this configuration:","Något gick fel och samtidigt spara den här konfigurationen:",module,Magento_Config
"Page not found.","Sidan hittas inte.",module,Magento_Config
"Please specify the admin custom URL.","Ange admin anpassad webbadress.",module,Magento_Config
"Invalid %1. %2","Invalid %1. %2",module,Magento_Config
"Value must be a URL or one of placeholders: %1","Value must be a URL or one of placeholders: %1",module,Magento_Config
"Specify a URL or path that starts with placeholder(s): %1, and ends with ""/"".","Specify a URL or path that starts with placeholder(s): %1, and ends with ""/"".",module,Magento_Config
"%1 An empty value is allowed as well.","%1 An empty value is allowed as well.",module,Magento_Config
"Specify a fully qualified URL.","Ange en fullständig webbadress.",module,Magento_Config
"Selected allowed currency ""%1"" is not available in installed currencies.","Selected allowed currency ""%1"" is not available in installed currencies.",module,Magento_Config
"Default display currency ""%1"" is not available in allowed currencies.","Default display currency ""%1"" is not available in allowed currencies.",module,Magento_Config
"Sorry, we haven't installed the base currency you selected.","Tyvärr, vi har inte installerat den basvaluta du valt.",module,Magento_Config
"We can't save the Cron expression.","Vi kan inte spara Cron uttryck.",module,Magento_Config
